ID,Date,Subject,Type,Activity,Start,End,Location,Energy,Emotions,iProgress,fProgress,Time,Notes,
211,2025-02-05,Graph,Homework,HW #1 p7,12:15 PM,12:48 PM,"WSU, Math_Micro",h,nervous,0,100,33.00,,
212,2025-02-05,Productive,Data Entry,Data Entry,1:26 PM,2:14 PM,"WSU, Underground (Fawcett)",h,,0,100,48.00,,
213,2025-02-05,Graph,Homework,HW #1 p8,2:36 PM,4:33 PM,"WSU, Underground (Fawcett)",m,,77,80,117.00,,
214,2025-02-05,cTheory,Lecture,W4D1 Lecture,4:40 PM,6:25 PM,"WSU, Oelman",l,"tired, lonely",0,100,105.00,,
215,2025-02-05,Graph,Homework,HW #1 p9,8:40 PM,10:15 PM,"Home, room",l,,80,100,95.00,,
216,2025-02-06,Teams,Lecture,W4D2 Lecture,8:06 AM,9:16 AM,"WSU, Russ (underground)",m,"lonely, fragile, isolated, shame",0,100,70.00,,
217,2025-02-06,Productivity,Plan,Make Thursday goals + plan for week p1,9:26 AM,10:06 AM,"WSU, Russ (fish bowl)",m,,0,100,40.00,,
218,2025-02-06,Career,Network,"Respond to emails, connect on linkedin, schedule resume review appointment",10:08 AM,11:02 AM,"WSU, Russ (fish bowl)",m,,0,100,54.00,,
219,2025-02-06,Teams,Project,Image recognition p13,11:21 AM,12:20 PM,"WSU, Russ (fish bowl)",m,,5.6,5.8,59.00,,
220,2025-02-06,Crypto,Lecture,W4D2 Lecture,12:30 PM,1:50 PM,"WSU, Math_Micro",l,"stressed, bored",0,100,80.00,,
221,2025-02-06,Productivity,Data Entry,Data Entry,2:19 PM,2:38 PM,"WSU, Underground (Fawcett)",m,,0,100,19.00,,
222,2025-02-06,Crypto,Homework,HW #3 p1,2:42 PM,3:23 PM,"WSU, Underground (Fawcett)",m,,0,21,41.00,,
223,2025-02-06,Crypto,Homework,HW #3 p2,3:43 PM,4:13 PM,"WSU, Underground (Fawcett)",l,,21,25,30.00,,
224,2025-02-06,Graph,Midterm,Review HW #1,5:01 PM,6:19 PM,"WSU, Underground (Fawcett)",l,,0,70,78.00,,
225,2025-02-07,OS,Quiz,Quiz #3 p1,10:41 AM,10:54 AM,"Home, room",l,"regret, shame",0,100,13.00,sore throat,
226,2025-02-07,Productivity,Plan,Make plan for day + enter goal data,10:56 AM,11:17 AM,"WSU, Underground (Fawcett)",l,,0,50,21.00,"unfocused, dehydrated, sore throat",
227,2025-02-07,OS,Lecture,W4D3 Lecture,11:17 AM,11:59 AM,"WSU, Underground (Fawcett)",l,,0,100,42.00,,
228,2025-02-07,Career,Resume,Resume review meeting,12:15 PM,12:48 PM,"Home, room",l,,0,100,33.00,,
229,2025-02-07,Life,Chore,Make lunch + print sheets,1:24 PM,1:40 PM,"Home, room",l,,0,100,16.00,,
230,2025-02-07,Life,Chore,Prep for gym + clean folders,1:40 PM,2:07 PM,"Home, room",l,,0,100,27.00,,
231,2025-02-07,Health,Exercise,"Gym - warm up, run, shower",2:49 PM,3:39 PM,"WSU, gym",m,,0,100,50.00,dizzy,
232,2025-02-07,Productivity,Data Entry,Enter data,4:06 PM,4:48 PM,"WSU, Russ, Fishbowl",m,,0,100,42.00,,
233,2025-02-06,Graph,Lecture,W4D2 Lecture - review HW #1,6:30 PM,8:20 PM,"WSU, Russ, Fishbowl",h,"excited, embarassed",0,100,110.00,,
234,2025-02-07,Crypto,Midterm,Ask Q's on HW #2,5:12 PM,5:53 PM,"Home, room",h,,0,100,41.00,,
235,2025-02-07,Teams,Project,Radio Transmission: Try to install,6:12 PM,8:19 PM,"Home, room",h,,0,100,127.00,,
236,2025-02-07,Teams,Documentation,Action log w03 p1,8:19 PM,8:26 PM,"Home, room",l,,0,50,7.00,,
237,2025-02-08,Teams,Project,Image recognition p14,10:35 AM,11:00 AM,"Home, room",l,,5.8,5.85,25.00,,
238,2025-02-08,Life,Social,Hang with Nick,11:00 AM,6:22 PM,"Friend's house, Nick's house",m,,0,100,442.00,,
239,2025-02-08,Teams,Project,Image recognition p15,6:46 PM,8:35 PM,"Home, room",m,,5.85,6.3,109.00,,
240,2025-02-08,Teams,Documentation,Action log w03 p2,8:35 PM,8:38 PM,"Home, room",m,"despair, lonely",50,100,3.00,,
241,2025-02-08,Life,Social,Jessica phone call,8:40 PM,9:17 PM,"Home, room",h,"annoyed, shamed",0,100,37.00,,
242,2025-02-08,Productivity,Data Entry,Enter data,9:17 PM,9:37 PM,"Home, room",m,"despair, lonely, anger",0,100,20.00,,
243,2025-02-08,Productivity,Project,Clean data,9:37 PM,9:45 PM,"Home, room",h,,0,100,8.00,,
244,2025-02-09,Therapy,Homework,Therapy assignment,10:51 AM,1:10 PM,"Home, room",l,,0,100,139.00,"dehydrated, brainfog",
245,2025-02-09,Crypto,Homework,HW #3 p3.A,2:09 PM,2:19 PM,"Home, room",l,,25,26,10.00,"dehydrated, brainfog",
246,2025-02-09,Crypto,Homework,HW #3 p3.B,2:29 PM,3:45 PM,"Home, room",m,,26,35,76.00,,
247,2025-02-09,Life,Exercise,Lift weights with Dad,3:46 PM,5:22 PM,"Home, attic",h,,0,100,96.00,,
248,2025-02-09,Productivity,Data Entry,Enter data,5:25 PM,5:40 PM,"Home, room",h,anxious,0,100,15.00,,
249,2025-02-09,Crypto,Homework,HW #3 p4,5:42 PM,6:26 PM,"Home, room",h,,25,,44.00,,
250,2025-02-09,Life,Errand,Take car to bigger road Automotive - fix window alignment issue,6:42 PM,7:23 PM,"Car, transit",m,,0,100,41.00,,
251,2025-02-09,Graph,Midterm,Midterm #1 p1,7:36 PM,10:11 PM,"Home, room",m,,0,63.3,155.00,,
252,2025-02-09,Productivity,Data Entry,Data Entry,10:11 PM,10:28 PM,"Home, room",l,,0,100,17.00,,
253,2025-02-10,Life,Hygiene,Shave,8:47 AM,8:58 AM,"Home, bathroom",l,shame,0,100,11.00,,
254,2025-02-10,Life,Errand,Drop mom off at work,9:10 AM,9:38 AM,"Car, transit",m,,0,100,28.00,,
255,2025-02-10,Productivity,Plan,Plan for week + make productivity report p1,9:45 AM,9:58 AM,"Home, room",h,,0,100,13.00,,
256,2025-02-10,Productivity,Plan,Plan for week + make productivity report p1,10:07 AM,11:16 AM,"Home, room",m,overwhelmed,5,80,69.00,,
257,2025-02-10,OS,Lecture,W5D1 Lecture,11:17 AM,12:10 PM,"Home, room",l,,0,100,53.00,,
258,2025-02-10,Productivity,Plan,Plan p3,12:24 PM,12:35 PM,"Home, room",m,,80,100,11.00,,
259,2025-02-10,Therapy,Session,Drive + attend therapy,12:36 PM,2:25 PM,"Therapy, therapy",m,reluctant,0,100,109.00,,
260,2025-02-10,Life,Chore,Laundry + respond to email,3:32 PM,3:47 PM,"Home, room",m,,0,50,15.00,,
261,2025-02-10,Crypto,Homework,HW #3 p5,4:00 PM,4:34 PM,"Home, room",m,,50,55,34.00,,
262,2025-02-10,Life,Errand,Pickup mom + car + pay for car repairs,4:35 PM,6:05 PM,"Car, transit",h,,0,100,90.00,,
263,2025-02-10,Crypto,Homework,HW #3 p6,6:22 PM,7:41 PM,"Home, room",h,,55,100,79.00,,
264,2025-02-10,Crypto,Midterm,Midterm #1 p1 - prep for office hours,7:43 PM,7:50 PM,"Home, room",m,,0,100,7.00,,
265,2025-02-10,Crypto,Midterm,Midterm #1 p2 - setup topic 1 qs,7:54 PM,8:26 PM,"Home, room",m,,0,100,32.00,,
266,2025-02-10,Crypto,Midterm,Midterm #1 p3 - topic 1 p1,8:40 PM,10:04 PM,"Home, room",l,,0,10,84.00,,
267,2025-02-11,Teams,Lecture,W5D1 Lecture,8:00 AM,9:20 AM,"Russ, Underground (Lab)",h,,0,100,80.00,,
268,2025-02-11,Teams,Project,Image recognition p16,9:39 AM,12:15 PM,"WSU, Underground (Fawcett)",h,,6.3,6.8,156.00,,
269,2025-02-11,Crypto,Lecture,W5D1 Lecture,12:30 PM,1:48 PM,"WSU, Math_Micro",m,,0,100,78.00,,
270,2025-02-11,Graph,Midterm,Midterm #1 p2,2:34 PM,3:12 PM,"WSU, Underground (Fawcett)",m,,63.3,90,38.00,,
271,2025-02-11,Graph,Midterm,Midterm #1 p3,5:21 PM,6:46 PM,"Home, room",m,,90,97,85.00,,
272,2025-02-11,Graph,Midterm,Midterm #1 p4,7:03 PM,8:25 PM,"Home, room",m,,97,100,82.00,,
273,2025-02-11,Crypto,Midterm,Office hours,3:20 PM,3:35 PM,"WSU, Math_Micro",m,,0,100,15.00,,
274,2025-02-12,Productivity,Data Entry,Enter data,8:15 AM,8:45 AM,"Home, room",m,,0,100,30.00,,
275,2025-02-12,Life,Prep,Gym prep,9:06 AM,9:11 AM,"Home, room",l,,0,100,5.00,,
276,2025-02-12,Productivity,Plan,Make goals/plans for today,9:11 AM,9:21 AM,"Home, room",l,,0,100,10.00,,
277,2025-02-12,Teams,Project,Image recognition p17,9:22 AM,11:15 AM,"Home, room",l,,6.8,7.1,113.00,,
278,2025-02-12,OS,Lecture,W5D2 Lecture,11:15 AM,12:08 PM,"Home, room",l,,0,100,53.00,,
279,2025-02-12,Teams,Project,Image recognition p18.A,12:27 PM,4:00 PM,"Home, room",h,,7.1,10,213.00,"Created program that automatically creates deathstar images, updated test plan, assessed test case 21.22 + documented results (it passed, but barely)",
280,2025-02-12,cTheory,Lecture,W5D1 Lecture,4:40 PM,6:25 PM,"WSU, Oelman",m,,0,100,105.00,,
281,2025-02-12,Teams,Project,Image recognition p18.B,6:25 PM,6:35 PM,"Home, room",m,,10,10.1,10.00,"Updated test plan, testing documentation, project documentation",
282,2025-02-12,Productivity,Data Entry,Enter data,7:10 PM,,"Home, room",m,,0,100,,,
,,,,Time predictor proj p5,,,,,,,,,,
,,,,,,,,,,,,,,
